qz	intensity_normalized	e_intensity_normalized
0.017994422095956888	0.9850167006350364	0.1012151715693069
0.018627660258840176	1.0149832993649637	0.10424745493549456
0.019250660837475442	1.011502707289248	0.10392259896968832
0.01987734760331413	1.0104588981197415	0.1038088214305135
0.02050030135047514	0.943775441252722	0.09706242677745393
0.021128861770183378	0.8765587335122978	0.09024735060211951
0.021757417941274098	0.7732357635660043	0.07975589154092827
0.022375971311537717	0.6425353877543208	0.06647805724718607
0.023009485048369655	0.5167693060183185	0.053666091586130414
0.023635750512642738	0.4047242595476927	0.04223673279009768
0.02425949192322566	0.29157042574359643	0.030651336934436158
0.0248887031987181	0.21652475810898741	0.022930570787661208
0.025514640364161022	0.17113381145061143	0.01825012373086003
0.026012124418226836	0.13364044611885742	0.013665174661324275
0.026146608060239086	0.1360877343017321	0.01462402593681496
0.02677347925988577	0.1123951555787218	0.012162887706453995
0.02739244674145875	0.09448858758546524	0.01029350731156266
0.027910384118552917	0.08300626171254735	0.008530608730259846
0.028016505302364308	0.08072087925470436	0.008850572638518297
0.029831706418988926	0.05193689508469784	0.005376358841547884
0.03173375129175255	0.03493006327406385	0.003643862094264115
0.033640518136931113	0.024605939761671733	0.0025869159080333885
0.03554829393594087	0.018003587658412243	0.001908863969728709
0.037450455719873446	0.01369932158861276	0.0014640455960285284
0.03935063606756095	0.010617139943041205	0.0011451775238726827
0.041258703167474334	0.008442783173928612	0.0009191454804900549
0.043052470089504226	0.007517585430554993	0.000773369240681453
0.04315086534787512	0.006719677380917147	0.0007385584472932855
0.04504390083537649	0.0056428947871789105	0.0006250768871503823
0.04532610604629832	0.006152577408291557	0.0006342628329186361
0.0476102582463917	0.0048478257099982686	0.0005016580209040576
0.04990715637503518	0.003937671682929185	0.00040893009659546665
0.05219051517198531	0.0031894134165863794	0.0003328566334497713
0.05448372407449316	0.0026916479565545393	0.00028185256667166985
0.05678550346403083	0.0022133464414314887	0.0002330997791418314
0.05907174625555939	0.0018657437705485573	0.00019721000320793288
0.061380300508088244	0.0015950930331016622	0.00016966084162258708
0.06365400392137088	0.0013581619755346362	0.00014499735846533015
0.06594679761446527	0.0011615763932475204	0.00012455588510332103
0.06824400130368258	0.001002517910393982	0.00010821019135959085
0.07010638601978024	0.000939077589831315	9.637513931778632e-05
0.07052284794486083	0.0008820172042094716	9.582292907687143e-05
0.0728145651663764	0.0007645184152382118	8.357498411446747e-05
0.07358339650985327	0.0007865812483720352	8.079829734056835e-05
0.07510480377084351	0.0006696636941525389	7.369364106590155e-05
0.07708557833365418	0.0006371374327866702	6.563825269806989e-05
0.08058801035911885	0.000528171923199557	5.459164673601949e-05
0.08409031377364164	0.00044401171466820945	4.602972427355558e-05
0.08760118263852483	0.0003718635623927099	3.868520184309139e-05
0.09111832706026662	0.0003181514624782875	3.320233567436678e-05
0.09463509102534547	0.00026875158977700774	2.8142002077794472e-05
0.09814814686527533	0.00023078307353314724	2.426495326465967e-05
0.10164909248415692	0.0001987651165905975	2.095806472744836e-05
0.1051625005267677	0.0001713854509324377	1.8165725503499287e-05
0.10866046808682771	0.00014770766810405286	1.5721451649689064e-05
0.11215893453759525	0.0001272919082432982	1.3605026840434891e-05
0.1156702268717335	0.00011281473976245119	1.2113515364088738e-05
0.11916321674830001	0.0001002871198810869	1.0808806569098529e-05
0.12264845475047882	8.747957300206479e-05	9.488393666105993e-06
0.1261541946481836	7.898036351715741e-05	8.595189345904165e-06
0.12966475566433058	6.951616957207402e-05	7.6056089995187905e-06
0.1301892544764615	7.012937296471058e-05	7.220755489860859e-06
0.13317143733722503	6.235352547832623e-05	6.864166298285652e-06
0.13666694832063034	5.47142767980357e-05	6.054048228996531e-06
0.1385099201753314	5.534074444474244e-05	5.712954574711488e-06
0.1401766737937455	5.0239733071024204e-05	5.586528441210849e-06
0.14685928635427856	4.2832889834282944e-05	4.441168431264159e-06
0.15519951005455615	3.311961116733719e-05	3.452591683226454e-06
0.1635626767954601	2.629082731761574e-05	2.756812248619271e-06
0.17189960983403593	2.108674601129273e-05	2.226803690603893e-06
0.18023383706644294	1.6969722027055596e-05	1.8014349344222782e-06
0.18859097034505243	1.3848632823247482e-05	1.4817249488457777e-06
0.1969298098675309	1.1123445085510401e-05	1.198045569735286e-06
0.20527789772137808	9.295191188963797e-06	1.0107128384767634e-06
0.21362142653497246	7.762463324438684e-06	8.530281391095384e-07
0.22197947442962176	6.286891413826312e-06	7.013437422728316e-07
0.23031258680465194	5.392410186530657e-06	6.007437747668723e-07
0.238655120523805	4.579760839844277e-06	5.147052805272216e-07
0.24700985144271875	3.89031814239733e-06	4.418511678444706e-07
0.255349085662362	3.410470126403135e-06	3.899546663726297e-07
0.26038159907039526	2.831968675009642e-06	2.9064739387811524e-07
0.2637170953614971	2.8587541961054445e-06	3.3114023426021015e-07
0.2720517171335649	2.4439782291983437e-06	2.876884015906001e-07
0.2763845761033069	2.115882324822919e-06	2.1791647685534087e-07
0.28039842557705613	2.057444863825243e-06	2.45602946176913e-07
0.29241756960550347	1.588141691754333e-06	1.6454397952356173e-07
0.30843336745333616	1.2117347252713816e-06	1.2627749502566656e-07
0.3244676054425976	9.063358135979168e-07	9.522155481388356e-08
0.3404955234744179	7.084852110692495e-07	7.51313498128672e-08
0.3505045087828488	6.003728569737144e-07	6.310792656202953e-08
0.38056034960974855	3.758771291117272e-07	4.032084704986908e-08
0.4105968679856965	2.4157897918972233e-07	2.6568674564568116e-08
0.44064451163511326	1.521350917772565e-07	1.751009399165987e-08
0.47067988235684377	1.008744420579176e-07	1.2252755116639015e-08
0.5007395123729639	6.732717342672801e-08	8.78502884351643e-09
0.5307824739712425	4.324294123708562e-08	6.187314305785681e-09
0.5507877972497165	3.3710107913978646e-08	4.296111186052524e-09
0.6008739184257208	1.7712566051861172e-08	2.6466663721708376e-09
0.6509470510930391	2.1741732441201173e-08	4.268343073724965e-09
0.7010123393113771	4.38666350577051e-09	1.2354966752958714e-09
0.7510923130159564	1.9979401752511456e-09	7.560136990454537e-10
0.7761411273634592	2.1542525326994444e-09	7.871661755034619e-10
0.8011751577014606	4.2107496445419223e-10	6.054651049970431e-10
