qz	intensity_normalized	e_intensity_normalized
0.018002885741619352	0.994071196847954	0.10217427353691388
0.018624576202314714	1.0059288031520464	0.103366705926511
0.019253979700394417	1.0170521796931322	0.10451765284547511
0.019874218005855027	1.022268885348557	0.10503849193989205
0.020501980021347767	1.0230079043923659	0.10511888169013121
0.021125353650158715	1.0212823868397514	0.10494019346458917
0.021757092030220818	0.9492709397595398	0.0976426232855175
0.02238162771324483	0.6250376781188214	0.0647077548538476
0.023006726942507275	0.4258027472360169	0.04440238545400453
0.023638042532479992	0.3143626929791259	0.03300809792450931
0.024262109839832003	0.23653488883767712	0.025013567893616032
0.02488758174894343	0.18481771580110143	0.0196821209441495
0.025516087699672594	0.14942984085126923	0.016035344972345697
0.02603586406555012	0.11905389494344462	0.012197261624979043
0.026144736580842116	0.12201976921566408	0.013169352477887187
0.026771327418887932	0.10268888263094293	0.011158671802757697
0.027393753875571365	0.08627787152861575	0.009451473368992184
0.027912346629669835	0.0788794332285878	0.008117721974071672
0.02801346687102139	0.07409861520780951	0.00816762001958291
0.029833998441459685	0.04848709732302078	0.005029620190095237
0.03173431199863268	0.03333804301686797	0.0034854404653792696
0.03364537879405966	0.023958422116423166	0.002523045908930369
0.03554936986179035	0.0175171963137358	0.00185943868960218
0.037456297499794795	0.013364160589414295	0.0014311532295326784
0.03934880998609171	0.010523274959837096	0.0011357843943728232
0.04125024371755218	0.008206511050195289	0.000894298845022634
0.04305910333746259	0.00734729587978331	0.0007568163775569894
0.043148664122905585	0.006700992339963323	0.0007363530548438933
0.045039642487382237	0.005535276364456703	0.0006145836035237499
0.045321010723704175	0.006114290639081322	0.0006307968721294583
0.04761175466829677	0.004758514600804184	0.0004928173652031108
0.049904163542421685	0.0038644283684007674	0.0004017435362878973
0.05218411327492564	0.0031557603869917863	0.0003295094559119179
0.05448662630550782	0.0026163684287875705	0.00027433533711952675
0.056781298935523014	0.0021865715655391142	0.00023049420472283038
0.059076701108466544	0.0018377342611342357	0.00019452066224388544
0.06138039544588112	0.0015533346536263555	0.00016540828121622338
0.06365484476948945	0.0013252748998978478	0.00014172901586059604
0.06594707789027628	0.0011450546445119247	0.0001230877694554152
0.0682431604977205	0.0009792614480902335	0.00010591788625806324
0.07009760283400776	0.000906146248923277	9.296379066654138e-05
0.07052822287394354	0.0008380300185435329	9.120048430086477e-05
0.07281835356991957	0.0007333116289537496	8.025456386983786e-05
0.07358026369829664	0.0007577297999694949	7.786326618189532e-05
0.07510817179994564	0.0006561950748274644	7.214020137373797e-05
0.07708436741267886	0.0006199889322299698	6.388280370216085e-05
0.08058446260978677	0.0005111064011981192	5.282505993383216e-05
0.08409396204069645	0.0004271073344164491	4.428177582526594e-05
0.08760010664980987	0.00035886545782567373	3.733016900665724e-05
0.09111565357320953	0.00030467368882721514	3.182076914824456e-05
0.09463335321254361	0.00025880392328263193	2.7112253078291085e-05
0.09814113677621093	0.00022137826109228497	2.3275684092278115e-05
0.10165273426137245	0.00019270074834339704	2.0322844889401405e-05
0.10515291861999174	0.0001670849210700297	1.7689691546201596e-05
0.10865434330442034	0.00014395162568395662	1.5308323375861838e-05
0.11215317852798232	0.0001263151067582619	1.3486154914797029e-05
0.11565064435139148	0.00011020387850851232	1.1813986101321696e-05
0.11915858073546505	9.693769312396927e-05	1.0446332325682218e-05
0.1226483147369942	8.611404274934409e-05	9.311869245549173e-06
0.12615209459790136	7.46027583124141e-05	8.11413356619746e-06
0.12964789585157818	6.681292909748258e-05	7.311213184432515e-06
0.13018627080413908	6.827464184304494e-05	7.027760574600755e-06
0.13316784157051356	5.998375713741376e-05	6.592175213496728e-06
0.1366696603987308	5.353782925201265e-05	5.920000268488681e-06
0.1385026947005986	5.3221480680411325e-05	5.494092630645075e-06
0.14017569407456368	4.776033902259102e-05	5.31094870718139e-06
0.1468624181673885	4.089323617926804e-05	4.2434657959597474e-06
0.1552031907840208	3.3005957924378823e-05	3.4398772231664754e-06
0.16424083216705615	2.644777917903517e-05	2.769369280357639e-06
0.1719372827506184	2.0716978604127244e-05	2.1830052496314978e-06
0.18022181336605472	1.6194757381452254e-05	1.7217565682373195e-06
0.18904135934636387	1.3862990787614936e-05	1.478035426128629e-06
0.19691874077969093	1.1033514795458228e-05	1.1865744562864082e-06
0.20527821837303403	8.89722503602736e-06	9.725934145120526e-07
0.21361611956445317	7.441702336975685e-06	8.19945204935646e-07
0.22198064992147337	6.2330235559968446e-06	6.953823143368754e-07
0.2303102943647892	5.406539778307474e-06	6.04874169067869e-07
0.23865217015444193	4.336453105004405e-06	4.913881839378846e-07
0.24700291686750522	3.8447860844456545e-06	4.390793148156203e-07
0.25534613485652735	3.1551404967079527e-06	3.654831509223673e-07
0.2603861606137239	2.7894216023280213e-06	2.8692729900167033e-07
0.26370934294866627	2.7153032984689682e-06	3.1806777468632164e-07
0.27204211618935803	2.3645018557151288e-06	2.8047981323628073e-07
0.27638280294849316	2.0848236138958474e-06	2.1517284778292898e-07
0.28039942728730133	2.0325297837476846e-06	2.4575463211533064e-07
0.29241691042467166	1.5615500805853628e-06	1.6229663579010062e-07
0.30843635562501587	1.1788709065622122e-06	1.2332656890307212e-07
0.32446795281885754	8.984229301778235e-07	9.471751597166303e-08
0.34049930998135075	6.952897889042759e-07	7.406988402548159e-08
0.35050645133348435	5.858319190337957e-07	6.191327776105433e-08
0.380560626600755	3.7024660207748105e-07	3.996815624075922e-08
0.4105987748588247	2.3355378985681973e-07	2.5945245878158358e-08
0.4406448998995877	1.5099888354029446e-07	1.7565543606569713e-08
0.47068577612181467	9.878036941699414e-08	1.219027778361302e-08
0.5007400613496762	6.31453163089994e-08	8.454911093186209e-09
0.5307805740033193	4.062808441846394e-08	5.978144632230674e-09
